id,articleType,filepath
52128,Dresses,data/subset_train\Dresses\52128.jpg
57057,Dresses,data/subset_train\Dresses\57057.jpg
59811,Dresses,data/subset_train\Dresses\59811.jpg
31130,Dresses,data/subset_train\Dresses\31130.jpg
37198,Dresses,data/subset_train\Dresses\37198.jpg
4936,Dresses,data/subset_train\Dresses\4936.jpg
43678,Dresses,data/subset_train\Dresses\43678.jpg
59996,Dresses,data/subset_train\Dresses\59996.jpg
48469,Dresses,data/subset_train\Dresses\48469.jpg
59990,Dresses,data/subset_train\Dresses\59990.jpg
18167,Dresses,data/subset_train\Dresses\18167.jpg
41996,Dresses,data/subset_train\Dresses\41996.jpg
32577,Dresses,data/subset_train\Dresses\32577.jpg
48470,Dresses,data/subset_train\Dresses\48470.jpg
57044,Dresses,data/subset_train\Dresses\57044.jpg
46216,Dresses,data/subset_train\Dresses\46216.jpg
51448,Dresses,data/subset_train\Dresses\51448.jpg
59973,Dresses,data/subset_train\Dresses\59973.jpg
34064,Dresses,data/subset_train\Dresses\34064.jpg
23051,Dresses,data/subset_train\Dresses\23051.jpg
31127,Dresses,data/subset_train\Dresses\31127.jpg
18735,Dresses,data/subset_train\Dresses\18735.jpg
27224,Dresses,data/subset_train\Dresses\27224.jpg
52131,Dresses,data/subset_train\Dresses\52131.jpg
59991,Dresses,data/subset_train\Dresses\59991.jpg
39217,Dresses,data/subset_train\Dresses\39217.jpg
42216,Dresses,data/subset_train\Dresses\42216.jpg
48086,Dresses,data/subset_train\Dresses\48086.jpg
44688,Dresses,data/subset_train\Dresses\44688.jpg
31167,Dresses,data/subset_train\Dresses\31167.jpg
38835,Dresses,data/subset_train\Dresses\38835.jpg
34566,Dresses,data/subset_train\Dresses\34566.jpg
41786,Dresses,data/subset_train\Dresses\41786.jpg
31129,Dresses,data/subset_train\Dresses\31129.jpg
40430,Dresses,data/subset_train\Dresses\40430.jpg
43509,Dresses,data/subset_train\Dresses\43509.jpg
58503,Dresses,data/subset_train\Dresses\58503.jpg
42209,Dresses,data/subset_train\Dresses\42209.jpg
47656,Dresses,data/subset_train\Dresses\47656.jpg
51465,Dresses,data/subset_train\Dresses\51465.jpg
2704,Dresses,data/subset_train\Dresses\2704.jpg
59896,Dresses,data/subset_train\Dresses\59896.jpg
59984,Dresses,data/subset_train\Dresses\59984.jpg
57999,Dresses,data/subset_train\Dresses\57999.jpg
58003,Dresses,data/subset_train\Dresses\58003.jpg
34095,Dresses,data/subset_train\Dresses\34095.jpg
41774,Dresses,data/subset_train\Dresses\41774.jpg
46277,Dresses,data/subset_train\Dresses\46277.jpg
47676,Dresses,data/subset_train\Dresses\47676.jpg
48476,Dresses,data/subset_train\Dresses\48476.jpg
48473,Dresses,data/subset_train\Dresses\48473.jpg
58439,Dresses,data/subset_train\Dresses\58439.jpg
38846,Dresses,data/subset_train\Dresses\38846.jpg
50720,Dresses,data/subset_train\Dresses\50720.jpg
25503,Dresses,data/subset_train\Dresses\25503.jpg
4987,Dresses,data/subset_train\Dresses\4987.jpg
42217,Dresses,data/subset_train\Dresses\42217.jpg
58001,Dresses,data/subset_train\Dresses\58001.jpg
43586,Dresses,data/subset_train\Dresses\43586.jpg
2710,Dresses,data/subset_train\Dresses\2710.jpg
43625,Dresses,data/subset_train\Dresses\43625.jpg
31128,Dresses,data/subset_train\Dresses\31128.jpg
43646,Dresses,data/subset_train\Dresses\43646.jpg
43672,Dresses,data/subset_train\Dresses\43672.jpg
10406,Dresses,data/subset_train\Dresses\10406.jpg
2711,Dresses,data/subset_train\Dresses\2711.jpg
43677,Dresses,data/subset_train\Dresses\43677.jpg
38836,Dresses,data/subset_train\Dresses\38836.jpg
48478,Dresses,data/subset_train\Dresses\48478.jpg
4983,Dresses,data/subset_train\Dresses\4983.jpg
25908,Dresses,data/subset_train\Dresses\25908.jpg
33970,Dresses,data/subset_train\Dresses\33970.jpg
47661,Dresses,data/subset_train\Dresses\47661.jpg
34592,Dresses,data/subset_train\Dresses\34592.jpg
38837,Dresses,data/subset_train\Dresses\38837.jpg
39235,Dresses,data/subset_train\Dresses\39235.jpg
48467,Dresses,data/subset_train\Dresses\48467.jpg
48472,Dresses,data/subset_train\Dresses\48472.jpg
57994,Dresses,data/subset_train\Dresses\57994.jpg
57040,Dresses,data/subset_train\Dresses\57040.jpg
16567,Dresses,data/subset_train\Dresses\16567.jpg
47655,Dresses,data/subset_train\Dresses\47655.jpg
23621,Dresses,data/subset_train\Dresses\23621.jpg
44687,Dresses,data/subset_train\Dresses\44687.jpg
58173,Handbags,data/subset_train\Handbags\58173.jpg
43277,Handbags,data/subset_train\Handbags\43277.jpg
52754,Handbags,data/subset_train\Handbags\52754.jpg
27683,Handbags,data/subset_train\Handbags\27683.jpg
43333,Handbags,data/subset_train\Handbags\43333.jpg
28442,Handbags,data/subset_train\Handbags\28442.jpg
27748,Handbags,data/subset_train\Handbags\27748.jpg
20512,Handbags,data/subset_train\Handbags\20512.jpg
26430,Handbags,data/subset_train\Handbags\26430.jpg
47794,Handbags,data/subset_train\Handbags\47794.jpg
25288,Handbags,data/subset_train\Handbags\25288.jpg
52659,Handbags,data/subset_train\Handbags\52659.jpg
20967,Handbags,data/subset_train\Handbags\20967.jpg
37955,Handbags,data/subset_train\Handbags\37955.jpg
47378,Handbags,data/subset_train\Handbags\47378.jpg
47399,Handbags,data/subset_train\Handbags\47399.jpg
16759,Handbags,data/subset_train\Handbags\16759.jpg
34762,Handbags,data/subset_train\Handbags\34762.jpg
29743,Handbags,data/subset_train\Handbags\29743.jpg
42839,Handbags,data/subset_train\Handbags\42839.jpg
15436,Handbags,data/subset_train\Handbags\15436.jpg
10229,Handbags,data/subset_train\Handbags\10229.jpg
33430,Handbags,data/subset_train\Handbags\33430.jpg
47138,Handbags,data/subset_train\Handbags\47138.jpg
14788,Handbags,data/subset_train\Handbags\14788.jpg
43570,Handbags,data/subset_train\Handbags\43570.jpg
10202,Handbags,data/subset_train\Handbags\10202.jpg
24625,Handbags,data/subset_train\Handbags\24625.jpg
20611,Handbags,data/subset_train\Handbags\20611.jpg
25286,Handbags,data/subset_train\Handbags\25286.jpg
36505,Handbags,data/subset_train\Handbags\36505.jpg
29738,Handbags,data/subset_train\Handbags\29738.jpg
50431,Handbags,data/subset_train\Handbags\50431.jpg
2365,Handbags,data/subset_train\Handbags\2365.jpg
21976,Handbags,data/subset_train\Handbags\21976.jpg
58928,Handbags,data/subset_train\Handbags\58928.jpg
16760,Handbags,data/subset_train\Handbags\16760.jpg
5505,Handbags,data/subset_train\Handbags\5505.jpg
49063,Handbags,data/subset_train\Handbags\49063.jpg
25258,Handbags,data/subset_train\Handbags\25258.jpg
43571,Handbags,data/subset_train\Handbags\43571.jpg
25261,Handbags,data/subset_train\Handbags\25261.jpg
21522,Handbags,data/subset_train\Handbags\21522.jpg
25150,Handbags,data/subset_train\Handbags\25150.jpg
47139,Handbags,data/subset_train\Handbags\47139.jpg
53921,Handbags,data/subset_train\Handbags\53921.jpg
53914,Handbags,data/subset_train\Handbags\53914.jpg
20613,Handbags,data/subset_train\Handbags\20613.jpg
16765,Handbags,data/subset_train\Handbags\16765.jpg
10198,Handbags,data/subset_train\Handbags\10198.jpg
25276,Handbags,data/subset_train\Handbags\25276.jpg
25207,Handbags,data/subset_train\Handbags\25207.jpg
47724,Handbags,data/subset_train\Handbags\47724.jpg
53684,Handbags,data/subset_train\Handbags\53684.jpg
38462,Handbags,data/subset_train\Handbags\38462.jpg
43334,Handbags,data/subset_train\Handbags\43334.jpg
47814,Handbags,data/subset_train\Handbags\47814.jpg
49551,Handbags,data/subset_train\Handbags\49551.jpg
53941,Handbags,data/subset_train\Handbags\53941.jpg
26220,Handbags,data/subset_train\Handbags\26220.jpg
46972,Handbags,data/subset_train\Handbags\46972.jpg
35918,Handbags,data/subset_train\Handbags\35918.jpg
47295,Handbags,data/subset_train\Handbags\47295.jpg
54386,Handbags,data/subset_train\Handbags\54386.jpg
54491,Handbags,data/subset_train\Handbags\54491.jpg
58172,Handbags,data/subset_train\Handbags\58172.jpg
44278,Handbags,data/subset_train\Handbags\44278.jpg
37070,Handbags,data/subset_train\Handbags\37070.jpg
38422,Handbags,data/subset_train\Handbags\38422.jpg
47377,Handbags,data/subset_train\Handbags\47377.jpg
47298,Handbags,data/subset_train\Handbags\47298.jpg
35916,Handbags,data/subset_train\Handbags\35916.jpg
21552,Handbags,data/subset_train\Handbags\21552.jpg
58269,Handbags,data/subset_train\Handbags\58269.jpg
54392,Handbags,data/subset_train\Handbags\54392.jpg
25162,Handbags,data/subset_train\Handbags\25162.jpg
35909,Handbags,data/subset_train\Handbags\35909.jpg
57230,Handbags,data/subset_train\Handbags\57230.jpg
47361,Handbags,data/subset_train\Handbags\47361.jpg
37418,Handbags,data/subset_train\Handbags\37418.jpg
8519,Handbags,data/subset_train\Handbags\8519.jpg
49067,Handbags,data/subset_train\Handbags\49067.jpg
16761,Handbags,data/subset_train\Handbags\16761.jpg
20602,Handbags,data/subset_train\Handbags\20602.jpg
5874,Handbags,data/subset_train\Handbags\5874.jpg
8240,Handbags,data/subset_train\Handbags\8240.jpg
43291,Handbags,data/subset_train\Handbags\43291.jpg
57846,Handbags,data/subset_train\Handbags\57846.jpg
15651,Handbags,data/subset_train\Handbags\15651.jpg
14812,Handbags,data/subset_train\Handbags\14812.jpg
36676,Handbags,data/subset_train\Handbags\36676.jpg
36674,Handbags,data/subset_train\Handbags\36674.jpg
51918,Handbags,data/subset_train\Handbags\51918.jpg
44244,Handbags,data/subset_train\Handbags\44244.jpg
8234,Handbags,data/subset_train\Handbags\8234.jpg
10223,Handbags,data/subset_train\Handbags\10223.jpg
2663,Handbags,data/subset_train\Handbags\2663.jpg
36036,Handbags,data/subset_train\Handbags\36036.jpg
34559,Handbags,data/subset_train\Handbags\34559.jpg
37409,Handbags,data/subset_train\Handbags\37409.jpg
15296,Handbags,data/subset_train\Handbags\15296.jpg
25171,Handbags,data/subset_train\Handbags\25171.jpg
21543,Handbags,data/subset_train\Handbags\21543.jpg
50237,Handbags,data/subset_train\Handbags\50237.jpg
18033,Handbags,data/subset_train\Handbags\18033.jpg
20387,Handbags,data/subset_train\Handbags\20387.jpg
2661,Handbags,data/subset_train\Handbags\2661.jpg
20963,Handbags,data/subset_train\Handbags\20963.jpg
22003,Handbags,data/subset_train\Handbags\22003.jpg
43292,Handbags,data/subset_train\Handbags\43292.jpg
49546,Handbags,data/subset_train\Handbags\49546.jpg
47689,Handbags,data/subset_train\Handbags\47689.jpg
21524,Handbags,data/subset_train\Handbags\21524.jpg
36038,Handbags,data/subset_train\Handbags\36038.jpg
42858,Handbags,data/subset_train\Handbags\42858.jpg
10216,Handbags,data/subset_train\Handbags\10216.jpg
58267,Handbags,data/subset_train\Handbags\58267.jpg
26426,Handbags,data/subset_train\Handbags\26426.jpg
57241,Handbags,data/subset_train\Handbags\57241.jpg
17129,Handbags,data/subset_train\Handbags\17129.jpg
34871,Handbags,data/subset_train\Handbags\34871.jpg
27038,Handbags,data/subset_train\Handbags\27038.jpg
47410,Handbags,data/subset_train\Handbags\47410.jpg
54409,Handbags,data/subset_train\Handbags\54409.jpg
3387,Handbags,data/subset_train\Handbags\3387.jpg
27678,Handbags,data/subset_train\Handbags\27678.jpg
36995,Handbags,data/subset_train\Handbags\36995.jpg
54834,Handbags,data/subset_train\Handbags\54834.jpg
52660,Handbags,data/subset_train\Handbags\52660.jpg
21484,Handbags,data/subset_train\Handbags\21484.jpg
8520,Handbags,data/subset_train\Handbags\8520.jpg
33393,Handbags,data/subset_train\Handbags\33393.jpg
27672,Handbags,data/subset_train\Handbags\27672.jpg
3385,Handbags,data/subset_train\Handbags\3385.jpg
14798,Handbags,data/subset_train\Handbags\14798.jpg
57236,Handbags,data/subset_train\Handbags\57236.jpg
9003,Handbags,data/subset_train\Handbags\9003.jpg
49518,Handbags,data/subset_train\Handbags\49518.jpg
25720,Handbags,data/subset_train\Handbags\25720.jpg
57261,Handbags,data/subset_train\Handbags\57261.jpg
47351,Handbags,data/subset_train\Handbags\47351.jpg
58277,Handbags,data/subset_train\Handbags\58277.jpg
47886,Handbags,data/subset_train\Handbags\47886.jpg
53651,Handbags,data/subset_train\Handbags\53651.jpg
47391,Handbags,data/subset_train\Handbags\47391.jpg
17131,Handbags,data/subset_train\Handbags\17131.jpg
54017,Handbags,data/subset_train\Handbags\54017.jpg
47341,Handbags,data/subset_train\Handbags\47341.jpg
37856,Handbags,data/subset_train\Handbags\37856.jpg
3404,Handbags,data/subset_train\Handbags\3404.jpg
33432,Handbags,data/subset_train\Handbags\33432.jpg
54829,Handbags,data/subset_train\Handbags\54829.jpg
34885,Handbags,data/subset_train\Handbags\34885.jpg
25242,Handbags,data/subset_train\Handbags\25242.jpg
27061,Handbags,data/subset_train\Handbags\27061.jpg
37435,Handbags,data/subset_train\Handbags\37435.jpg
53943,Handbags,data/subset_train\Handbags\53943.jpg
42854,Handbags,data/subset_train\Handbags\42854.jpg
53997,Handbags,data/subset_train\Handbags\53997.jpg
22001,Handbags,data/subset_train\Handbags\22001.jpg
34731,Handbags,data/subset_train\Handbags\34731.jpg
3384,Handbags,data/subset_train\Handbags\3384.jpg
30183,Handbags,data/subset_train\Handbags\30183.jpg
38446,Handbags,data/subset_train\Handbags\38446.jpg
20393,Handbags,data/subset_train\Handbags\20393.jpg
47292,Handbags,data/subset_train\Handbags\47292.jpg
20399,Handbags,data/subset_train\Handbags\20399.jpg
27737,Handbags,data/subset_train\Handbags\27737.jpg
20398,Handbags,data/subset_train\Handbags\20398.jpg
54812,Handbags,data/subset_train\Handbags\54812.jpg
35910,Handbags,data/subset_train\Handbags\35910.jpg
2672,Handbags,data/subset_train\Handbags\2672.jpg
21521,Handbags,data/subset_train\Handbags\21521.jpg
14896,Handbags,data/subset_train\Handbags\14896.jpg
2673,Handbags,data/subset_train\Handbags\2673.jpg
47398,Handbags,data/subset_train\Handbags\47398.jpg
38755,Handbags,data/subset_train\Handbags\38755.jpg
54388,Handbags,data/subset_train\Handbags\54388.jpg
20459,Handbags,data/subset_train\Handbags\20459.jpg
46980,Handbags,data/subset_train\Handbags\46980.jpg
37079,Handbags,data/subset_train\Handbags\37079.jpg
36536,Handbags,data/subset_train\Handbags\36536.jpg
25272,Handbags,data/subset_train\Handbags\25272.jpg
47418,Handbags,data/subset_train\Handbags\47418.jpg
15439,Handbags,data/subset_train\Handbags\15439.jpg
47338,Handbags,data/subset_train\Handbags\47338.jpg
22011,Handbags,data/subset_train\Handbags\22011.jpg
18793,Handbags,data/subset_train\Handbags\18793.jpg
25296,Handbags,data/subset_train\Handbags\25296.jpg
52766,Handbags,data/subset_train\Handbags\52766.jpg
58271,Handbags,data/subset_train\Handbags\58271.jpg
53897,Handbags,data/subset_train\Handbags\53897.jpg
29729,Handbags,data/subset_train\Handbags\29729.jpg
48175,Handbags,data/subset_train\Handbags\48175.jpg
53679,Handbags,data/subset_train\Handbags\53679.jpg
5851,Handbags,data/subset_train\Handbags\5851.jpg
29741,Handbags,data/subset_train\Handbags\29741.jpg
27668,Handbags,data/subset_train\Handbags\27668.jpg
42859,Handbags,data/subset_train\Handbags\42859.jpg
46987,Handbags,data/subset_train\Handbags\46987.jpg
46420,Watches,data/subset_train\Watches\46420.jpg
5068,Watches,data/subset_train\Watches\5068.jpg
37509,Watches,data/subset_train\Watches\37509.jpg
59236,Watches,data/subset_train\Watches\59236.jpg
59262,Watches,data/subset_train\Watches\59262.jpg
32299,Watches,data/subset_train\Watches\32299.jpg
54665,Watches,data/subset_train\Watches\54665.jpg
21679,Watches,data/subset_train\Watches\21679.jpg
37330,Watches,data/subset_train\Watches\37330.jpg
49885,Watches,data/subset_train\Watches\49885.jpg
30018,Watches,data/subset_train\Watches\30018.jpg
16771,Watches,data/subset_train\Watches\16771.jpg
11001,Watches,data/subset_train\Watches\11001.jpg
49516,Watches,data/subset_train\Watches\49516.jpg
45250,Watches,data/subset_train\Watches\45250.jpg
45028,Watches,data/subset_train\Watches\45028.jpg
45041,Watches,data/subset_train\Watches\45041.jpg
45151,Watches,data/subset_train\Watches\45151.jpg
23260,Watches,data/subset_train\Watches\23260.jpg
44979,Watches,data/subset_train\Watches\44979.jpg
40559,Watches,data/subset_train\Watches\40559.jpg
29979,Watches,data/subset_train\Watches\29979.jpg
43189,Watches,data/subset_train\Watches\43189.jpg
29920,Watches,data/subset_train\Watches\29920.jpg
29945,Watches,data/subset_train\Watches\29945.jpg
11179,Watches,data/subset_train\Watches\11179.jpg
51660,Watches,data/subset_train\Watches\51660.jpg
46425,Watches,data/subset_train\Watches\46425.jpg
37472,Watches,data/subset_train\Watches\37472.jpg
45189,Watches,data/subset_train\Watches\45189.jpg
40517,Watches,data/subset_train\Watches\40517.jpg
26343,Watches,data/subset_train\Watches\26343.jpg
45027,Watches,data/subset_train\Watches\45027.jpg
54627,Watches,data/subset_train\Watches\54627.jpg
10194,Watches,data/subset_train\Watches\10194.jpg
45264,Watches,data/subset_train\Watches\45264.jpg
16781,Watches,data/subset_train\Watches\16781.jpg
17426,Watches,data/subset_train\Watches\17426.jpg
43186,Watches,data/subset_train\Watches\43186.jpg
56678,Watches,data/subset_train\Watches\56678.jpg
51566,Watches,data/subset_train\Watches\51566.jpg
25338,Watches,data/subset_train\Watches\25338.jpg
52670,Watches,data/subset_train\Watches\52670.jpg
53609,Watches,data/subset_train\Watches\53609.jpg
31844,Watches,data/subset_train\Watches\31844.jpg
36901,Watches,data/subset_train\Watches\36901.jpg
36798,Watches,data/subset_train\Watches\36798.jpg
51627,Watches,data/subset_train\Watches\51627.jpg
45273,Watches,data/subset_train\Watches\45273.jpg
54677,Watches,data/subset_train\Watches\54677.jpg
21481,Watches,data/subset_train\Watches\21481.jpg
40560,Watches,data/subset_train\Watches\40560.jpg
45155,Watches,data/subset_train\Watches\45155.jpg
29507,Watches,data/subset_train\Watches\29507.jpg
53585,Watches,data/subset_train\Watches\53585.jpg
45011,Watches,data/subset_train\Watches\45011.jpg
37307,Watches,data/subset_train\Watches\37307.jpg
48021,Watches,data/subset_train\Watches\48021.jpg
17455,Watches,data/subset_train\Watches\17455.jpg
43194,Watches,data/subset_train\Watches\43194.jpg
39028,Watches,data/subset_train\Watches\39028.jpg
31849,Watches,data/subset_train\Watches\31849.jpg
10141,Watches,data/subset_train\Watches\10141.jpg
51532,Watches,data/subset_train\Watches\51532.jpg
25325,Watches,data/subset_train\Watches\25325.jpg
46308,Watches,data/subset_train\Watches\46308.jpg
45174,Watches,data/subset_train\Watches\45174.jpg
51537,Watches,data/subset_train\Watches\51537.jpg
31821,Watches,data/subset_train\Watches\31821.jpg
29977,Watches,data/subset_train\Watches\29977.jpg
11211,Watches,data/subset_train\Watches\11211.jpg
49879,Watches,data/subset_train\Watches\49879.jpg
13062,Watches,data/subset_train\Watches\13062.jpg
40547,Watches,data/subset_train\Watches\40547.jpg
25645,Watches,data/subset_train\Watches\25645.jpg
10317,Watches,data/subset_train\Watches\10317.jpg
25612,Watches,data/subset_train\Watches\25612.jpg
41035,Watches,data/subset_train\Watches\41035.jpg
25661,Watches,data/subset_train\Watches\25661.jpg
29509,Watches,data/subset_train\Watches\29509.jpg
31813,Watches,data/subset_train\Watches\31813.jpg
10393,Watches,data/subset_train\Watches\10393.jpg
10109,Watches,data/subset_train\Watches\10109.jpg
46458,Watches,data/subset_train\Watches\46458.jpg
51563,Watches,data/subset_train\Watches\51563.jpg
48028,Watches,data/subset_train\Watches\48028.jpg
49874,Watches,data/subset_train\Watches\49874.jpg
25651,Watches,data/subset_train\Watches\25651.jpg
45000,Watches,data/subset_train\Watches\45000.jpg
29919,Watches,data/subset_train\Watches\29919.jpg
11136,Watches,data/subset_train\Watches\11136.jpg
32373,Watches,data/subset_train\Watches\32373.jpg
28580,Watches,data/subset_train\Watches\28580.jpg
30096,Watches,data/subset_train\Watches\30096.jpg
45145,Watches,data/subset_train\Watches\45145.jpg
29519,Watches,data/subset_train\Watches\29519.jpg
25622,Watches,data/subset_train\Watches\25622.jpg
59256,Watches,data/subset_train\Watches\59256.jpg
37315,Watches,data/subset_train\Watches\37315.jpg
45195,Watches,data/subset_train\Watches\45195.jpg
56681,Watches,data/subset_train\Watches\56681.jpg
29411,Watches,data/subset_train\Watches\29411.jpg
37480,Watches,data/subset_train\Watches\37480.jpg
51562,Watches,data/subset_train\Watches\51562.jpg
19260,Watches,data/subset_train\Watches\19260.jpg
46739,Watches,data/subset_train\Watches\46739.jpg
51570,Watches,data/subset_train\Watches\51570.jpg
49322,Watches,data/subset_train\Watches\49322.jpg
52675,Watches,data/subset_train\Watches\52675.jpg
22942,Watches,data/subset_train\Watches\22942.jpg
23521,Watches,data/subset_train\Watches\23521.jpg
31851,Watches,data/subset_train\Watches\31851.jpg
46500,Watches,data/subset_train\Watches\46500.jpg
40502,Watches,data/subset_train\Watches\40502.jpg
46546,Watches,data/subset_train\Watches\46546.jpg
45913,Watches,data/subset_train\Watches\45913.jpg
51657,Watches,data/subset_train\Watches\51657.jpg
46562,Watches,data/subset_train\Watches\46562.jpg
13060,Watches,data/subset_train\Watches\13060.jpg
40549,Watches,data/subset_train\Watches\40549.jpg
59222,Watches,data/subset_train\Watches\59222.jpg
25609,Watches,data/subset_train\Watches\25609.jpg
33900,Watches,data/subset_train\Watches\33900.jpg
54641,Watches,data/subset_train\Watches\54641.jpg
49844,Watches,data/subset_train\Watches\49844.jpg
30000,Watches,data/subset_train\Watches\30000.jpg
17460,Watches,data/subset_train\Watches\17460.jpg
23280,Watches,data/subset_train\Watches\23280.jpg
49327,Watches,data/subset_train\Watches\49327.jpg
45872,Watches,data/subset_train\Watches\45872.jpg
51654,Watches,data/subset_train\Watches\51654.jpg
11135,Watches,data/subset_train\Watches\11135.jpg
54647,Watches,data/subset_train\Watches\54647.jpg
45192,Watches,data/subset_train\Watches\45192.jpg
31826,Watches,data/subset_train\Watches\31826.jpg
23287,Watches,data/subset_train\Watches\23287.jpg
52816,Watches,data/subset_train\Watches\52816.jpg
38008,Watches,data/subset_train\Watches\38008.jpg
45113,Watches,data/subset_train\Watches\45113.jpg
29918,Watches,data/subset_train\Watches\29918.jpg
56682,Watches,data/subset_train\Watches\56682.jpg
25333,Watches,data/subset_train\Watches\25333.jpg
54670,Watches,data/subset_train\Watches\54670.jpg
40553,Watches,data/subset_train\Watches\40553.jpg
54659,Watches,data/subset_train\Watches\54659.jpg
30059,Watches,data/subset_train\Watches\30059.jpg
45035,Watches,data/subset_train\Watches\45035.jpg
8134,Watches,data/subset_train\Watches\8134.jpg
40522,Watches,data/subset_train\Watches\40522.jpg
37503,Watches,data/subset_train\Watches\37503.jpg
32318,Watches,data/subset_train\Watches\32318.jpg
45003,Watches,data/subset_train\Watches\45003.jpg
33876,Watches,data/subset_train\Watches\33876.jpg
38030,Watches,data/subset_train\Watches\38030.jpg
46530,Watches,data/subset_train\Watches\46530.jpg
11196,Watches,data/subset_train\Watches\11196.jpg
36776,Watches,data/subset_train\Watches\36776.jpg
37319,Watches,data/subset_train\Watches\37319.jpg
19281,Watches,data/subset_train\Watches\19281.jpg
54662,Watches,data/subset_train\Watches\54662.jpg
51625,Watches,data/subset_train\Watches\51625.jpg
29939,Watches,data/subset_train\Watches\29939.jpg
36900,Watches,data/subset_train\Watches\36900.jpg
43179,Watches,data/subset_train\Watches\43179.jpg
59227,Watches,data/subset_train\Watches\59227.jpg
28430,Watches,data/subset_train\Watches\28430.jpg
10705,Watches,data/subset_train\Watches\10705.jpg
54679,Watches,data/subset_train\Watches\54679.jpg
43161,Watches,data/subset_train\Watches\43161.jpg
59238,Watches,data/subset_train\Watches\59238.jpg
45296,Watches,data/subset_train\Watches\45296.jpg
29754,Watches,data/subset_train\Watches\29754.jpg
48009,Watches,data/subset_train\Watches\48009.jpg
45206,Watches,data/subset_train\Watches\45206.jpg
51510,Watches,data/subset_train\Watches\51510.jpg
22943,Watches,data/subset_train\Watches\22943.jpg
40552,Watches,data/subset_train\Watches\40552.jpg
51556,Watches,data/subset_train\Watches\51556.jpg
29432,Watches,data/subset_train\Watches\29432.jpg
49907,Watches,data/subset_train\Watches\49907.jpg
45925,Watches,data/subset_train\Watches\45925.jpg
51517,Watches,data/subset_train\Watches\51517.jpg
45127,Watches,data/subset_train\Watches\45127.jpg
19261,Watches,data/subset_train\Watches\19261.jpg
56324,Watches,data/subset_train\Watches\56324.jpg
10585,Watches,data/subset_train\Watches\10585.jpg
30043,Watches,data/subset_train\Watches\30043.jpg
10105,Watches,data/subset_train\Watches\10105.jpg
56676,Watches,data/subset_train\Watches\56676.jpg
29447,Watches,data/subset_train\Watches\29447.jpg
16778,Watches,data/subset_train\Watches\16778.jpg
37291,Watches,data/subset_train\Watches\37291.jpg
19762,Watches,data/subset_train\Watches\19762.jpg
10609,Watches,data/subset_train\Watches\10609.jpg
45885,Watches,data/subset_train\Watches\45885.jpg
43204,Watches,data/subset_train\Watches\43204.jpg
37295,Watches,data/subset_train\Watches\37295.jpg
45259,Watches,data/subset_train\Watches\45259.jpg
11485,Watches,data/subset_train\Watches\11485.jpg
30013,Watches,data/subset_train\Watches\30013.jpg
48198,Sunglasses,data/subset_train\Sunglasses\48198.jpg
29126,Sunglasses,data/subset_train\Sunglasses\29126.jpg
51671,Sunglasses,data/subset_train\Sunglasses\51671.jpg
28426,Sunglasses,data/subset_train\Sunglasses\28426.jpg
8690,Sunglasses,data/subset_train\Sunglasses\8690.jpg
16853,Sunglasses,data/subset_train\Sunglasses\16853.jpg
29862,Sunglasses,data/subset_train\Sunglasses\29862.jpg
28167,Sunglasses,data/subset_train\Sunglasses\28167.jpg
23718,Sunglasses,data/subset_train\Sunglasses\23718.jpg
38164,Sunglasses,data/subset_train\Sunglasses\38164.jpg
17213,Sunglasses,data/subset_train\Sunglasses\17213.jpg
28172,Sunglasses,data/subset_train\Sunglasses\28172.jpg
17224,Sunglasses,data/subset_train\Sunglasses\17224.jpg
48202,Sunglasses,data/subset_train\Sunglasses\48202.jpg
51708,Sunglasses,data/subset_train\Sunglasses\51708.jpg
51686,Sunglasses,data/subset_train\Sunglasses\51686.jpg
8675,Sunglasses,data/subset_train\Sunglasses\8675.jpg
29869,Sunglasses,data/subset_train\Sunglasses\29869.jpg
30566,Sunglasses,data/subset_train\Sunglasses\30566.jpg
40176,Sunglasses,data/subset_train\Sunglasses\40176.jpg
49670,Sunglasses,data/subset_train\Sunglasses\49670.jpg
51722,Sunglasses,data/subset_train\Sunglasses\51722.jpg
21282,Sunglasses,data/subset_train\Sunglasses\21282.jpg
29957,Sunglasses,data/subset_train\Sunglasses\29957.jpg
48235,Sunglasses,data/subset_train\Sunglasses\48235.jpg
28209,Sunglasses,data/subset_train\Sunglasses\28209.jpg
16898,Sunglasses,data/subset_train\Sunglasses\16898.jpg
23746,Sunglasses,data/subset_train\Sunglasses\23746.jpg
8696,Sunglasses,data/subset_train\Sunglasses\8696.jpg
14907,Sunglasses,data/subset_train\Sunglasses\14907.jpg
28190,Sunglasses,data/subset_train\Sunglasses\28190.jpg
30266,Sunglasses,data/subset_train\Sunglasses\30266.jpg
41518,Sunglasses,data/subset_train\Sunglasses\41518.jpg
51695,Sunglasses,data/subset_train\Sunglasses\51695.jpg
51724,Sunglasses,data/subset_train\Sunglasses\51724.jpg
30678,Sunglasses,data/subset_train\Sunglasses\30678.jpg
28310,Sunglasses,data/subset_train\Sunglasses\28310.jpg
28154,Sunglasses,data/subset_train\Sunglasses\28154.jpg
21342,Sunglasses,data/subset_train\Sunglasses\21342.jpg
51680,Sunglasses,data/subset_train\Sunglasses\51680.jpg
23725,Sunglasses,data/subset_train\Sunglasses\23725.jpg
16951,Sunglasses,data/subset_train\Sunglasses\16951.jpg
